,Customer ID,Customer Name,Customer Email,Loyalty Status
412,EJ-14155,Eva Jacobs,wileyabigail@zamora.info,Gold
413,NP-18700,Nora Preis,lmonroe@yahoo.com,Silver
414,MH-18115,Mick Hernandez,calhounchristine@ramirez.com,Bronze
415,JR-15700,Jocasta Rupert,larrymartin@mercer-cooper.com,Gold
416,SM-20950,Suzanne McNair,bestvalerie@wilson.biz,Platinum
417,CC-12220,Chris Cortes,nguyenanna@hotmail.com,Bronze
418,PF-19225,Phillip Flathmann,louis17@hotmail.com,Silver
419,DC-12850,Dan Campbell,ydecker@jones.com,Silver
420,BD-11770,Bryan Davis,alec20@lamb.net,Platinum
421,GM-14500,Gene McClure,ricardo45@gmail.com,Bronze
422,TB-21355,Todd Boyes,lisa54@jones.com,Platinum
423,JH-16180,Justin Hirsh,thomasashley@zimmerman-lloyd.net,Bronze
424,EB-13975,Erica Bern,fraziermichael@moore.com,Platinum
425,QJ-19255,Quincy Jones,melanieroberts@yahoo.com,Gold
426,TC-21535,Tracy Collins,wardalexander@gmail.com,Bronze
427,CS-12460,Chuck Sachs,myerskevin@ramirez.biz,Platinum
428,HG-14965,Henry Goldwyn,fknight@gmail.com,Bronze
429,LW-16825,Laurel Workman,powellsharon@ellison-neal.com,Platinum
430,MC-17575,Matt Collins,belltimothy@green-mason.net,Bronze
431,LP-17095,Liz Preis,troy22@gmail.com,Bronze
432,EB-14170,Evan Bailliet,robin41@gmail.com,Bronze
433,GZ-14545,George Zrebassa,iburnett@shaw-buchanan.org,Platinum
434,CP-12085,Cathy Prescott,ryan91@yahoo.com,Silver
435,FG-14260,Frank Gastineau,kelly46@ramirez.com,Gold
436,LD-17005,Lisa DeCherney,martinjamie@gmail.com,Silver
437,AB-10255,Alejandro Ballentine,tammiethompson@watson.biz,Bronze
438,MN-17935,Michael Nguyen,collinslori@gmail.com,Silver
439,JR-15670,Jim Radford,gregory02@burgess-ortega.com,Gold
440,JF-15190,Jamie Frazer,summersrachel@reeves.org,Silver
441,CM-12115,Chad McGuire,charlespratt@gmail.com,Bronze
442,AS-10045,Aaron Smayling,joshua51@yahoo.com,Gold
443,BP-11290,Beth Paige,rconley@newman-skinner.com,Platinum
444,ND-18370,Natalie DeCherney,dixonsarah@yahoo.com,Platinum
445,LB-16735,Larry Blacks,jerrytran@hotmail.com,Bronze
446,KT-16465,Kean Takahito,cynthia93@yahoo.com,Bronze
447,HM-14860,Harry Marie,gracesmith@hicks.org,Gold
448,AB-10600,Ann Blume,thomashenderson@campbell.info,Platinum
449,SZ-20035,Sam Zeldin,alex79@yahoo.com,Gold
450,MG-17890,Michael Granlund,katherinepope@gmail.com,Platinum
451,JK-16120,Julie Kriz,ashley58@hotmail.com,Gold
452,PP-18955,Paul Prost,misty23@moon.com,Bronze
453,YS-21880,Yana Sorensen,melissarobertson@hotmail.com,Silver
454,KM-16375,Katherine Murray,mariahjohnson@yahoo.com,Bronze
455,AB-10105,Adrian Barton,melanie08@hotmail.com,Gold
456,HA-14905,Helen Abelman,ojohnston@hotmail.com,Gold
457,BT-11305,Beth Thompson,bowerskiara@gonzalez.net,Bronze
458,SV-20815,Stuart Van,vbowen@hotmail.com,Gold
459,RW-19540,Rick Wilson,smithmitchell@gmail.com,Platinum
460,DK-12835,Damala Kotsonis,brianhicks@gmail.com,Bronze
461,ST-20530,Shui Tom,ronnie57@gmail.com,Gold
462,MM-17920,Michael Moore,imorton@gmail.com,Gold
463,PW-19030,Pauline Webber,hgalvan@gmail.com,Silver
464,SC-20440,Shaun Chance,brenda93@johnson.com,Platinum
465,TS-21085,Thais Sissman,eporter@yahoo.com,Gold
466,MC-17425,Mark Cousins,daniel72@mack.com,Bronze
467,ME-17320,Maria Etezadi,pbyrd@cowan.com,Silver
468,NH-18610,Nicole Hansen,rphelps@hotmail.com,Silver
469,MB-18085,Mick Brown,nancy15@wallace.com,Platinum
470,KD-16495,Keith Dawkins,wmarshall@stone.com,Silver
471,KN-16390,Katherine Nockton,christopher18@martin-morgan.biz,Silver
472,NP-18685,Nora Pelletier,nkennedy@torres-bennett.org,Bronze
473,CS-12505,Cindy Stewart,baileydavid@gmail.com,Platinum
474,MS-17770,Maxwell Schwartz,deckertracy@yahoo.com,Bronze
475,CM-12655,Corinna Mitchell,sarahgutierrez@martinez.com,Bronze
476,Co-12640,Corey-Lock,allenjasmine@rogers-norman.com,Platinum
477,TS-21370,Todd Sumrall,brady05@yahoo.com,Gold
478,JW-15220,Jane Waco,melissa73@yahoo.com,Gold
479,JD-15790,John Dryer,lauren60@mason.com,Platinum
480,PC-19000,Pauline Chand,mrivera@smith.com,Silver
481,AR-10540,Andy Reiter,jjohnson@king.biz,Platinum
482,AI-10855,Arianne Irving,youngsabrina@carlson-thompson.com,Silver
483,TB-21400,Tom Boeckenhauer,david52@mejia-combs.com,Platinum
484,PL-18925,Paul Lucas,howardshannon@hill.org,Gold
485,GH-14425,Gary Hwang,heather30@gmail.com,Bronze
486,MP-18175,Mike Pelletier,martinezkathleen@potter.com,Bronze
487,JM-15655,Jim Mitchum,ashley22@alvarado.com,Bronze
488,CL-11890,Carl Ludwig,eric39@martin.com,Gold
489,DB-13270,Deborah Brumfield,martinezzachary@valdez.info,Platinum
490,IG-15085,Ivan Gibson,robert64@yahoo.com,Platinum
491,BO-11425,Bobby Odegard,grant24@castillo-hill.com,Bronze
492,AB-10150,Aimee Bixby,matthew19@marsh.net,Silver
493,JW-16075,Julia West,romerorose@gmail.com,Gold
494,EB-13750,Edward Becker,bruceboyd@hunter-ballard.com,Bronze
495,SG-20470,Sheri Gordon,housejoseph@hotmail.com,Platinum
496,CM-12190,Charlotte Melton,nathanielayala@west.com,Platinum
497,AW-10840,Anthony Witt,mannmarisa@jarvis-strickland.info,Gold
498,MC-18100,Mick Crebagga,ericharris@james-sanford.com,Platinum
499,TT-21460,Tonja Turnell,neil56@peterson-leonard.com,Gold
500,VG-21805,Vivek Grady,ealvarez@yahoo.com,Silver
501,MY-18295,Muhammed Yedwab,phillipsbrittany@yahoo.com,Bronze
502,RD-19480,Rick Duston,hbell@hotmail.com,Bronze
503,DP-13390,Dennis Pardue,kwilliamson@young.net,Platinum
504,ML-17395,Marina Lichtenstein,michaelroberts@baker-simmons.com,Bronze
505,JC-15385,Jenna Caffey,nhester@hotmail.com,Silver
506,JG-15160,James Galang,peggy57@rodriguez.info,Gold
507,MC-17275,Marc Crier,catherinehoward@gmail.com,Gold
508,NW-18400,Natalie Webber,jamesli@wang.com,Bronze
509,TB-21280,Toby Braunhardt,richardjohnson@chaney.net,Bronze
510,BS-11380,Bill Stewart,lesternathan@morton.com,Platinum
511,HH-15010,Hilary Holden,jerrythomas@gmail.com,Silver
512,CD-12280,Christina DeMoss,omcdaniel@soto.com,Gold
513,TH-21100,Thea Hendricks,cindywashington@spencer.com,Gold
514,MM-18055,Michelle Moray,staffordbrian@peterson.com,Silver
515,NS-18505,Neola Schneider,bryan61@nelson-woodard.com,Bronze
516,RB-19645,Robert Barroso,michael81@powell.com,Silver
517,SW-20455,Shaun Weien,robbinslindsey@smith.net,Bronze
518,EB-13930,Eric Barreto,chamberspatricia@gmail.com,Bronze
519,PS-18760,Pamela Stobb,sherry54@gmail.com,Platinum
520,HF-14995,Herbert Flentye,tonyharrington@gmail.com,Bronze
521,HZ-14950,Henia Zydlo,kristen05@harris-gonzales.biz,Bronze
522,CD-12790,Cynthia Delaney,jerry35@sullivan-stephens.com,Gold
523,JK-15205,Jamie Kunitz,frances68@lewis.com,Silver
524,FM-14215,Filia McAdams,marshalldavid@yahoo.com,Bronze
525,ED-13885,Emily Ducich,hansenrichard@gmail.com,Silver
526,DA-13450,Dianna Arnett,kacevedo@hall-davis.biz,Gold
527,JW-15955,Joni Wasserman,arthurfreeman@yahoo.com,Silver
528,RM-19375,Raymond Messe,erikamendez@yahoo.com,Platinum
529,ML-17755,Max Ludwig,qtran@yahoo.com,Silver
530,CC-12685,Craig Carroll,dale55@gmail.com,Platinum
531,JE-15610,Jim Epp,kellydowns@smith.com,Silver
532,RP-19855,Roy Phan,michaelcarney@gmail.com,Platinum
533,TB-21175,Thomas Boland,michael87@spence.info,Gold
534,BE-11455,Brad Eason,ramirezcraig@fuller.org,Gold
535,JF-15565,Jill Fjeld,abass@ellis-smith.biz,Platinum
536,PB-19210,Phillip Breyer,zdixon@hotmail.com,Silver
537,BT-11680,Brian Thompson,hardywalter@richardson.org,Bronze
538,JL-15235,Janet Lee,davenportchristopher@smith.com,Bronze
539,CH-12070,Cathy Hwang,robinsonbrittany@yahoo.com,Gold
540,ND-18460,Neil Ducich,dandrews@jones-sims.com,Platinum
541,BF-10975,Barbara Fisher,wattsrobert@clark.com,Gold
542,KH-16330,Katharine Harms,jsmith@gmail.com,Silver
543,GW-14605,Giulietta Weimer,stephanieboyd@yahoo.com,Silver
544,NC-18625,Noah Childs,rhess@yahoo.com,Bronze
545,ME-18010,Michelle Ellison,nicholashorton@smith.com,Silver
546,BP-11230,Benjamin Patterson,lcrawford@brown.com,Silver
547,JC-15775,John Castell,greenelinda@gmail.com,Silver
548,AS-10090,Adam Shillingsburg,brooksarthur@young.com,Silver
549,AC-10450,Amy Cox,xmartin@garcia.info,Silver
550,MD-17860,Michael Dominguez,oanderson@yahoo.com,Platinum
551,DB-13660,Duane Benoit,jacquelinecox@thompson.org,Gold
552,EH-13990,Erica Hackney,mary91@hull.com,Bronze
553,EH-13765,Edward Hooks,jessicahorton@hurst.org,Bronze
554,SC-20230,Scot Coram,mthompson@hotmail.com,Bronze
555,JE-15715,Joe Elijah,carmen30@cervantes.com,Platinum
556,AC-10615,Ann Chong,jenkinsashley@hotmail.com,Platinum
557,JD-16015,Joy Daniels,armstrongjennifer@yahoo.com,Platinum
558,CB-12415,Christy Brittain,vlewis@kim.com,Platinum
559,JS-16030,Joy Smith,davidshaffer@sullivan.info,Platinum
560,LW-17215,Luke Weiss,stevenlove@hotmail.com,Platinum
561,SC-20800,Stuart Calhoun,mbrown@yahoo.com,Bronze
562,AM-10705,Anne McFarland,fsmith@blevins.org,Silver
563,RH-19510,Rick Huthwaite,gary83@hotmail.com,Bronze
564,CT-11995,Carol Triggs,andersoncorey@mclean.com,Silver
565,MC-17590,Matt Collister,mkane@brown.biz,Gold
566,CC-12610,Corey Catlett,joseph60@wright.net,Platinum
567,KA-16525,Kelly Andreada,riley47@ruiz-weeks.com,Gold
568,TC-20980,Tamara Chand,meyersnicole@hotmail.com,Gold
569,BF-11080,Bart Folk,jonathanfrye@mitchell-smith.net,Bronze
570,MM-17260,Magdelene Morse,ryan30@hotmail.com,Gold
571,AH-10120,Adrian Hane,dawnwilliams@gmail.com,Gold
572,BW-11200,Ben Wallace,llucero@jones-brown.com,Silver
573,SW-20245,Scot Wooten,suzanneclarke@swanson.com,Silver
574,BS-11665,Brian Stugart,anthony79@gmail.com,Platinum
575,RF-19345,Randy Ferguson,patrick54@yahoo.com,Gold
576,WB-21850,William Brown,margaret59@hotmail.com,Silver
577,TB-21625,Trudy Brown,denise77@hotmail.com,Platinum
578,AF-10870,Art Ferguson,qhamilton@lamb.biz,Bronze
579,RB-19435,Richard Bierner,christina62@gmail.com,Silver
580,KF-16285,Karen Ferguson,uthompson@suarez-may.com,Silver
581,JH-15820,John Huston,randysanchez@lopez.net,Platinum
582,IL-15100,Ivan Liston,charlessheppard@nguyen-parker.com,Gold
583,PB-18805,Patrick Bzostek,christophergriffin@richardson-gonzalez.com,Platinum
584,RH-19600,Rob Haberlin,coreyhayes@carroll.biz,Gold
585,AW-10930,Arthur Wiediger,kristenjimenez@chen.info,Gold
586,ML-17410,Maris LaWare,stewartoscar@scott-gonzales.com,Bronze
587,DB-13555,Dorothy Badders,johnjensen@gmail.com,Silver
588,MH-17620,Matt Hagelstein,james89@mills.org,Platinum
589,DK-13375,Dennis Kane,lynnangie@ponce.org,Bronze
590,BT-11440,Bobby Trafton,joeljohnson@hotmail.com,Bronze
591,DB-13405,Denny Blanton,ngardner@gmail.com,Bronze
592,TG-21310,Toby Gnade,scottbenjamin@gmail.com,Silver
593,BF-11005,Barry Franz,bhill@brock.com,Gold
594,JM-16195,Justin MacKendrick,mcdonalddavid@yahoo.com,Gold
595,MZ-17335,Maria Zettner,wendybaird@yahoo.com,Silver
596,MW-18220,Mitch Webber,rebeccasmith@hotmail.com,Platinum
597,MV-17485,Mark Van Huff,hernandezjohnny@gibson.com,Platinum
598,SM-20320,Sean Miller,nicholsrobert@williams.net,Gold
599,TP-21415,Tom Prescott,adrian77@turner.com,Bronze
600,JK-15625,Jim Karlsson,tom66@gmail.com,Bronze
601,PJ-18835,Patrick Jones,jasonowens@williams.com,Platinum
602,RS-19420,Ricardo Sperren,kdavis@walker.com,Gold
603,SV-20935,Susan Vittorini,tcampbell@hotmail.com,Silver
604,BC-11125,Becky Castell,taylorshelly@yang.net,Silver
605,EM-13825,Elizabeth Moffitt,edwardswilliam@parker-nolan.com,Gold
606,BM-11575,Brendan Murry,rebekahnguyen@hotmail.com,Platinum
607,KN-16705,Kristina Nunn,wacosta@barnett-miller.com,Silver
608,KW-16570,Kelly Williams,edwardmiller@williams-pacheco.net,Platinum
609,SC-20260,Scott Cohen,salazarjulie@edwards-jones.net,Platinum
610,CV-12295,Christina VanderZanden,mhaynes@campbell.com,Silver
611,SG-20605,Speros Goranitis,turnerashley@dodson.com,Silver
612,TM-21010,Tamara Manning,youngdorothy@harper.biz,Silver
613,EM-13810,Eleni McCrary,angela32@erickson.com,Bronze
614,ML-18040,Michelle Lonsdale,nhall@gmail.com,Platinum
615,CR-12580,Clay Rozendal,hunter19@gmail.com,Platinum
616,AZ-10750,Annie Zypern,alexandriahill@cooper.com,Silver
617,PW-19240,Pierre Wener,grahambrent@yahoo.com,Bronze
618,SC-20380,Shahid Collister,nicholsonjohn@harris.com,Silver
619,CM-11935,Carlos Meador,austin04@hotmail.com,Silver
620,GM-14695,Greg Maxwell,xpineda@barnett-neal.info,Platinum
621,TB-21250,Tim Brockman,meghangonzales@hotmail.com,Bronze
622,JM-15865,John Murray,shumphrey@yahoo.com,Silver
623,SC-20575,Sonia Cooley,hornelisa@solis.com,Platinum
624,LS-17200,Luke Schmidt,ortizsamuel@hotmail.com,Bronze
625,RR-19315,Ralph Ritter,leekevin@yahoo.com,Bronze
626,DB-12910,Daniel Byrd,terryanna@bates-murphy.com,Platinum
627,TT-21220,Thomas Thornton,michellecooper@velasquez.info,Silver
628,LO-17170,Lori Olson,sperry@hotmail.com,Gold
629,KD-16615,Ken Dana,ryan87@cervantes-williams.com,Silver
630,NB-18580,Nicole Brennan,amanda58@gonzalez.com,Bronze
631,BD-11635,Brian Derr,joseevans@yahoo.com,Platinum
632,CM-12235,Chris McAfee,jenniferrogers@smith.com,Silver
633,EN-13780,Edward Nazzal,abigailsmith@hotmail.com,Gold
634,KN-16450,Kean Nguyen,stephanie38@gmail.com,Platinum
635,BO-11350,Bill Overfelt,stephanie78@gmail.com,Silver
636,AG-10300,Aleksandra Gannaway,whenderson@hotmail.com,Gold
637,MC-17635,Matthew Clasen,gaillee@harper-benson.net,Silver
638,TA-21385,Tom Ashbrook,johnboone@webb.com,Platinum
639,JF-15295,Jason Fortune-,michellegray@bates.info,Silver
640,TT-21265,Tim Taslimi,bradleysarah@flores.biz,Platinum
641,SB-20170,Sarah Bern,randygonzalez@yahoo.com,Gold
642,CL-12700,Craig Leslie,adam47@gmail.com,Bronze
643,HG-15025,Hunter Glantz,angela55@gmail.com,Gold
644,NL-18310,Nancy Lomonaco,knightbenjamin@yahoo.com,Gold
645,RR-19525,Rick Reed,derekdavis@mccarthy-malone.info,Platinum
646,TC-21295,Toby Carlisle,rharris@yahoo.com,Gold
647,SV-20785,Stewart Visinsky,vthomas@yahoo.com,Bronze
648,BE-11410,Bobby Elias,gordonnicholas@gmail.com,Platinum
649,SC-20680,Steve Carroll,josephgutierrez@robles.net,Bronze
650,DF-13135,David Flashing,andradepreston@martin.info,Gold
651,FH-14350,Fred Harton,williamsjulia@coleman.com,Silver
652,MS-17530,MaryBeth Skach,ehill@yahoo.com,Bronze
653,RH-19555,Ritsa Hightower,wtownsend@gmail.com,Platinum
654,GA-14515,George Ashbrook,xmiller@clark-williams.com,Bronze
655,JP-16135,Julie Prescott,sarahparker@hotmail.com,Gold
656,Dp-13240,Dean percer,shermanvirginia@calderon-richardson.biz,Bronze
657,MO-17950,Michael Oakman,clarkalicia@hotmail.com,Bronze
658,DL-13330,Denise Leinenbach,martinezkristen@hotmail.com,Bronze
659,MH-18025,Michelle Huthwaite,stephanie53@gmail.com,Platinum
660,DR-12940,Daniel Raglin,dawnbarrett@hotmail.com,Gold
661,DM-13015,Darrin Martin,karen04@gmail.com,Bronze
662,CA-11965,Carol Adams,garciaamanda@martin.com,Gold
663,AC-10660,Anna Chung,suemcknight@gmail.com,Platinum
664,DM-13345,Denise Monton,qbrock@miller-baker.org,Silver
665,VF-21715,Vicky Freymann,alex95@moyer-baker.com,Gold
666,CC-12370,Christopher Conant,julieedwards@gmail.com,Platinum
667,BF-11275,Beth Fritzler,ssmith@wilson.com,Platinum
668,HG-14845,Harry Greene,vreeves@taylor.com,Silver
669,BP-11155,Becky Pak,margaret55@gmail.com,Gold
670,EM-14140,Eugene Moren,williamsjulie@gmail.com,Platinum
671,MA-17995,Michelle Arnett,woodtracy@compton.biz,Platinum
672,AY-10555,Andy Yotov,gwilliams@hayes.com,Gold
673,GB-14575,Giulietta Baptist,lauren44@schultz-shaw.com,Gold
674,JB-16045,Julia Barnett,ccherry@steele.com,Bronze
675,MG-17875,Michael Grace,fgreene@arnold.info,Bronze
676,SR-20425,Sharelle Roach,sanchezgrant@stephenson-lutz.com,Gold
677,JB-16000,Joy Bell-,zachary98@dickerson.org,Platinum
678,DM-12955,Dario Medina,donaldholt@yahoo.com,Gold
679,TC-21475,Tony Chapman,mitchell86@gmail.com,Gold
680,SW-20350,Sean Wendt,khall@bailey.com,Silver
681,RE-19450,Richard Eichhorn,fmeyer@yahoo.com,Silver
682,BF-11215,Benjamin Farhat,jessicagoodwin@huff.biz,Platinum
683,KB-16405,Katrina Bavinger,isherman@yahoo.com,Bronze
684,JG-15310,Jason Gross,karensolis@moody.info,Silver
685,EC-14050,Erin Creighton,marythomas@hotmail.com,Gold
686,EB-14110,Eugene Barchas,dianemonroe@evans.com,Bronze
687,JP-15460,Jennifer Patt,fdickerson@rice.com,Platinum
688,CS-11845,Cari Sayre,rpatel@hotmail.com,Platinum
689,GH-14410,Gary Hansen,nicholas52@mcguire.com,Silver
690,PT-19090,Pete Takahito,jamesvasquez@yahoo.com,Platinum
691,JL-15130,Jack Lebron,robertsandrew@yahoo.com,Silver
692,AH-10030,Aaron Hawkins,maddoxjustin@yahoo.com,Bronze
693,CC-12475,Cindy Chapman,lbryant@turner.com,Silver
694,DW-13195,David Wiener,sarahwalker@gmail.com,Silver
695,SJ-20215,Sarah Jordon,greendana@garrett.com,Gold
696,BG-11740,Bruce Geld,vjohnson@gmail.com,Gold
697,LB-16795,Laurel Beltran,vegaemily@gmail.com,Bronze
698,CM-11815,Candace McMahon,jade09@yahoo.com,Bronze
699,EH-14185,Evan Henry,tiffany58@yahoo.com,Gold
700,TS-21505,Tony Sayre,megan69@yahoo.com,Bronze
701,PR-18880,Patrick Ryan,alan27@wilson.com,Gold
702,LC-17050,Liz Carlisle,kellymurray@mcgee.com,Silver
703,CS-12490,Cindy Schnelling,erikadams@hotmail.com,Bronze
704,DH-13075,Dave Hallsten,bradshawkristina@murphy-smith.com,Platinum
705,JO-15145,Jack O'Briant,ypruitt@gmail.com,Gold
706,AH-10690,Anna Häberlin,wbrowning@holt.com,Silver
707,HJ-14875,Heather Jas,calderonamber@padilla.com,Gold
708,MH-17455,Mark Hamilton,emily56@hayes.com,Gold
709,RD-19930,Russell D'Ascenzo,melvin38@hotmail.com,Platinum
710,SC-20020,Sam Craven,hayesjonathan@patton-horn.com,Platinum
711,SU-20665,Stephanie Ulpright,alicia38@berry.net,Platinum
712,FC-14335,Fred Chung,jamesharris@griffin-rodriguez.info,Silver
713,RB-19330,Randy Bradley,bradleyrobertson@gmail.com,Bronze
714,NC-18535,Nick Crebassa,dmason@hotmail.com,Bronze
715,DB-12970,Darren Budd,orichardson@hardy-henderson.com,Platinum
716,MF-17665,Maureen Fritzler,hughesaaron@hotmail.com,Platinum
717,RM-19750,Roland Murray,aarroyo@hotmail.com,Silver
718,VM-21835,Vivian Mathis,garrettirwin@gmail.com,Bronze
719,EJ-13720,Ed Jacobs,shieldsdawn@gmail.com,Platinum
720,NC-18415,Nathan Cano,rasmussenrobert@martinez.com,Silver
721,LS-17230,Lycoris Saunders,mcruz@singleton.com,Gold
722,KE-16420,Katrina Edelman,smithsarah@gmail.com,Bronze
723,DH-13675,Duane Huffman,lisa92@gmail.com,Silver
724,PF-19120,Peter Fuller,qjohnson@clark.com,Silver
725,VT-21700,Valerie Takahito,williamcobb@pierce.com,Platinum
726,MG-17695,Maureen Gnade,rachel08@yahoo.com,Platinum
727,SP-20920,Susan Pistek,amy95@baker.com,Platinum
728,CS-12175,Charles Sheldon,brianmcdonald@gmail.com,Bronze
729,DK-12895,Dana Kaydos,cpatterson@miller.info,Platinum
730,KM-16660,Khloe Miller,pbernard@bauer-white.biz,Gold
731,AA-10645,Anna Andreadi,ahubbard@gmail.com,Silver
732,DD-13570,Dorothy Dickinson,sullivanbrad@garcia.info,Platinum
733,AH-10465,Amy Hunt,vmiller@blankenship.com,Platinum
734,TP-21565,Tracy Poddar,evansjames@murphy.org,Bronze
735,EK-13795,Eileen Kiefer,laurafletcher@davis.org,Gold
736,CR-12820,Cyra Reiten,marybutler@yahoo.com,Gold
737,SG-20890,Susan Gilcrest,amanda06@reynolds.com,Bronze
738,AH-10585,Angele Hood,villegasmatthew@carroll.info,Silver
739,NF-18475,Neil Französisch,charles51@robinson.net,Gold
740,BS-11365,Bill Shonely,danielchambers@gmail.com,Bronze
741,SH-20635,Stefanie Holloman,cookjimmy@tyler.org,Bronze
742,RD-19720,Roger Demir,ijohnson@spears.com,Bronze
743,AG-10330,Alex Grayson,travisroberson@torres.com,Platinum
744,GR-14560,Georgia Rosenberg,joshuahenry@wilson.com,Platinum
745,VS-21820,Vivek Sundaresam,sarah94@gmail.com,Bronze
746,TM-21490,Tony Molinari,jasonwhite@white-mcfarland.com,Silver
747,TS-21430,Tom Stivers,bhenderson@simmons-conner.com,Gold
748,DB-13360,Dennis Bolton,twoods@jones.net,Platinum
749,NR-18550,Nick Radford,kristen78@horne-wright.biz,Silver
750,CS-11860,Cari Schnelling,qtorres@curry.com,Gold
751,MF-18250,Monica Federle,kayla45@jones.org,Bronze
752,LW-17125,Liz Willingham,jthompson@yahoo.com,Platinum
753,AR-10345,Alex Russell,tina87@gmail.com,Silver
754,KS-16300,Karen Seio,johnsonmichael@walker.info,Platinum
755,AB-10015,Aaron Bergman,joneselizabeth@gmail.com,Platinum
756,LR-17035,Lisa Ryan,traceysimmons@gmail.com,Bronze
757,SS-20410,Shahid Shariari,freymelissa@hooper-jones.com,Bronze
758,JM-15580,Jill Matthias,wmoore@yahoo.com,Gold
759,JK-15325,Jason Klamczynski,crystalwhite@smith.com,Gold
760,DM-13525,Don Miller,eduardo95@compton.com,Bronze
761,ML-18265,Muhammed Lee,kaitlin30@yahoo.com,Silver
762,MH-17290,Marc Harrigan,shannonpollard@yahoo.com,Platinum
763,FC-14245,Frank Carlisle,michaelmurphy@gmail.com,Gold
764,TH-21115,Thea Hudgings,alanwilliams@hotmail.com,Silver
765,JK-16090,Juliana Krohn,lonnieyoung@gmail.com,Bronze
766,SB-20185,Sarah Brown,ralphmahoney@gmail.com,Platinum
767,BG-11035,Barry Gonzalez,brianmason@brewer-hernandez.info,Platinum
768,BW-11065,Barry Weirich,james38@yahoo.com,Gold
769,MG-18205,Mitch Gastineau,jonathan31@yahoo.com,Silver
770,DO-13645,Doug O'Connell,thomasturner@hotmail.com,Platinum
771,BP-11050,Barry Pond,allenjeffrey@hotmail.com,Platinum
772,TS-21655,Trudy Schmidt,andrewbaker@davidson-miller.org,Silver
773,EM-14200,Evan Minnotte,clarkdestiny@dixon-allen.com,Bronze
774,AO-10810,Anthony O'Donnell,jennifer03@thompson.com,Silver
775,MH-17440,Mark Haberlin,tbullock@gmail.com,Silver
776,SS-20515,Shirley Schmidt,qmckenzie@yahoo.com,Bronze
777,LD-16855,Lela Donovan,hhickman@hotmail.com,Silver
778,VP-21760,Victoria Pisteka,astone@hotmail.com,Platinum
779,TC-21145,Theresa Coyne,jmiller@shannon-ortega.com,Bronze
780,IM-15055,Ionia McGrath,jonesalan@yahoo.com,Silver
781,AR-10570,Anemone Ratner,shanecooper@ray.org,Silver
782,CM-12715,Craig Molinari,gonzalezkatherine@molina.com,Platinum
783,FW-14395,Fred Wasserman,williamsmatthew@hotmail.com,Silver
784,LC-16960,Lindsay Castell,david85@gmail.com,Silver
785,HE-14800,Harold Engle,gonzalesalexis@gmail.com,Platinum
786,BD-11560,Brendan Dodson,kwalker@rich.org,Gold
787,HD-14785,Harold Dahlen,brandyjackson@peters-brown.biz,Gold
788,CJ-11875,Carl Jackson,brandon64@phillips-edwards.net,Bronze
789,RS-19870,Roy Skaria,brianna89@hotmail.com,Bronze
790,SC-20845,Sung Chung,ashleymeza@gmail.com,Bronze
791,RE-19405,Ricardo Emerson,stephanie45@smith.com,Platinum
792,SM-20905,Susan MacKendrick,daviddavid@richardson-hall.com,Platinum
